system,num_procs,matrix_name,solver,preconditioner,status,time,iterations,final_residual
laptop,4,bcsstm08.mtx,FIXED_POINT,ILUT,converged,0.00191173,1,2.37E-17
laptop,4,bcsstm08.mtx,FIXED_POINT,RILUK,converged,0.000775329,1,2.37E-17
laptop,4,bcsstm08.mtx,FIXED_POINT,RELAXATION,converged,0.000464427,1,2.37E-17
laptop,4,bcsstm08.mtx,FIXED_POINT,CHEBYSHEV,converged,0.000965857,1,2.37E-17
laptop,4,bcsstm08.mtx,FIXED_POINT,NONE,error,0,,
laptop,4,bcsstm08.mtx,BICGSTAB,ILUT,converged,0.00234127,1,2.63E-33
laptop,4,bcsstm08.mtx,BICGSTAB,RILUK,converged,0.00115944,1,2.63E-33
laptop,4,bcsstm08.mtx,BICGSTAB,RELAXATION,converged,0.000871038,1,2.63E-33
laptop,4,bcsstm08.mtx,BICGSTAB,CHEBYSHEV,converged,0.00129096,1,2.63E-33
laptop,4,bcsstm08.mtx,BICGSTAB,NONE,converged,0.124409,366,9.99E-07
laptop,4,bcsstm08.mtx,MINRES,ILUT,converged,0.0091246,195,8.40E-07
laptop,4,bcsstm08.mtx,MINRES,RILUK,converged,0.00869736,195,8.40E-07
laptop,4,bcsstm08.mtx,MINRES,RELAXATION,converged,0.00875848,195,8.40E-07
laptop,4,bcsstm08.mtx,MINRES,CHEBYSHEV,converged,0.0092652,195,8.40E-07
laptop,4,bcsstm08.mtx,MINRES,NONE,converged,0.00888222,195,8.40E-07
laptop,4,bcsstm08.mtx,PSEUDOBLOCK_CG,ILUT,converged,0.000889281,1,2.37E-17
laptop,4,bcsstm08.mtx,PSEUDOBLOCK_CG,RILUK,converged,0.000773956,1,2.37E-17
laptop,4,bcsstm08.mtx,PSEUDOBLOCK_CG,RELAXATION,converged,0.000534597,1,2.37E-17
laptop,4,bcsstm08.mtx,PSEUDOBLOCK_CG,CHEBYSHEV,converged,0.000932079,1,2.37E-17
laptop,4,bcsstm08.mtx,PSEUDOBLOCK_CG,NONE,converged,0.0112603,173,6.10E-07
laptop,4,bcsstm08.mtx,PSEUDOBLOCK_TFQMR,ILUT,converged,0.00145803,1,4.56E-33
laptop,4,bcsstm08.mtx,PSEUDOBLOCK_TFQMR,RILUK,converged,0.00135215,1,4.56E-33
laptop,4,bcsstm08.mtx,PSEUDOBLOCK_TFQMR,RELAXATION,converged,0.00106091,1,4.56E-33
laptop,4,bcsstm08.mtx,PSEUDOBLOCK_TFQMR,CHEBYSHEV,converged,0.00144919,1,4.56E-33
laptop,4,bcsstm08.mtx,PSEUDOBLOCK_TFQMR,NONE,converged,0.0880361,261,8.87E-07
laptop,4,bcsstm08.mtx,LSQR,ILUT,converged,0.00116315,1,
laptop,4,bcsstm08.mtx,LSQR,RILUK,converged,0.00101315,1,
laptop,4,bcsstm08.mtx,LSQR,RELAXATION,converged,0.000707188,1,
laptop,4,bcsstm08.mtx,LSQR,CHEBYSHEV,converged,0.00111471,1,
laptop,4,bcsstm08.mtx,LSQR,NONE,converged,0.00362187,61,
laptop,4,bcsstm08.mtx,PSEUDOBLOCK_GMRES,ILUT,converged,0.00230787,1,0
laptop,4,bcsstm08.mtx,PSEUDOBLOCK_GMRES,RILUK,converged,0.00132592,1,0
laptop,4,bcsstm08.mtx,PSEUDOBLOCK_GMRES,RELAXATION,converged,0.00109685,1,0
laptop,4,bcsstm08.mtx,PSEUDOBLOCK_GMRES,CHEBYSHEV,converged,0.00150308,1,0
laptop,4,bcsstm08.mtx,PSEUDOBLOCK_GMRES,NONE,converged,0.0137455,39,4.38E-07
laptop,4,bcsstm09.mtx,FIXED_POINT,ILUT,converged,0.00178626,1,0
laptop,4,bcsstm09.mtx,FIXED_POINT,RILUK,converged,0.000758178,1,0
laptop,4,bcsstm09.mtx,FIXED_POINT,RELAXATION,converged,0.0005054,1,0
laptop,4,bcsstm09.mtx,FIXED_POINT,CHEBYSHEV,converged,0.000942802,1,0
laptop,4,bcsstm09.mtx,FIXED_POINT,NONE,unconverged,0.224736,10000,0.817432
laptop,4,bcsstm09.mtx,BICGSTAB,ILUT,error,0,,
laptop,4,bcsstm09.mtx,BICGSTAB,RILUK,error,0,,
laptop,4,bcsstm09.mtx,BICGSTAB,RELAXATION,error,0,,
laptop,4,bcsstm09.mtx,BICGSTAB,CHEBYSHEV,error,0,,
laptop,4,bcsstm09.mtx,BICGSTAB,NONE,converged,0.0013928,2,4.95E-14
laptop,4,bcsstm09.mtx,MINRES,ILUT,converged,0.00189107,2,1.51E-11
laptop,4,bcsstm09.mtx,MINRES,RILUK,converged,0.00127839,2,1.51E-11
laptop,4,bcsstm09.mtx,MINRES,RELAXATION,converged,0.00108365,2,1.51E-11
laptop,4,bcsstm09.mtx,MINRES,CHEBYSHEV,converged,0.00149435,2,1.51E-11
laptop,4,bcsstm09.mtx,MINRES,NONE,converged,0.00885689,2,1.51E-11
laptop,4,bcsstm09.mtx,PSEUDOBLOCK_CG,ILUT,converged,0.00121235,1,0
laptop,4,bcsstm09.mtx,PSEUDOBLOCK_CG,RILUK,converged,0.00110291,1,0
laptop,4,bcsstm09.mtx,PSEUDOBLOCK_CG,RELAXATION,converged,0.000832838,1,0
laptop,4,bcsstm09.mtx,PSEUDOBLOCK_CG,CHEBYSHEV,converged,0.00122934,1,0
laptop,4,bcsstm09.mtx,PSEUDOBLOCK_CG,NONE,converged,0.000892659,2,4.36E-12
laptop,4,bcsstm09.mtx,PSEUDOBLOCK_TFQMR,ILUT,error,0,,
laptop,4,bcsstm09.mtx,PSEUDOBLOCK_TFQMR,RILUK,error,0,,
laptop,4,bcsstm09.mtx,PSEUDOBLOCK_TFQMR,RELAXATION,error,0,,
laptop,4,bcsstm09.mtx,PSEUDOBLOCK_TFQMR,CHEBYSHEV,error,0,,
laptop,4,bcsstm09.mtx,PSEUDOBLOCK_TFQMR,NONE,converged,0.00177579,2,5.52E-11
laptop,4,bcsstm09.mtx,LSQR,ILUT,converged,0.00299297,1,
laptop,4,bcsstm09.mtx,LSQR,RILUK,converged,0.00119929,1,
laptop,4,bcsstm09.mtx,LSQR,RELAXATION,converged,0.000729739,1,
laptop,4,bcsstm09.mtx,LSQR,CHEBYSHEV,converged,0.00111292,1,
laptop,4,bcsstm09.mtx,LSQR,NONE,converged,0.000555557,2,
laptop,4,bcsstm09.mtx,PSEUDOBLOCK_GMRES,ILUT,converged,0.00394562,1,0
laptop,4,bcsstm09.mtx,PSEUDOBLOCK_GMRES,RILUK,converged,0.00135657,1,0
laptop,4,bcsstm09.mtx,PSEUDOBLOCK_GMRES,RELAXATION,converged,0.00116351,1,0
laptop,4,bcsstm09.mtx,PSEUDOBLOCK_GMRES,CHEBYSHEV,converged,0.00153684,1,0
laptop,4,bcsstm09.mtx,PSEUDOBLOCK_GMRES,NONE,converged,0.00163728,2,0
laptop,4,bcsstm11.mtx,FIXED_POINT,ILUT,converged,0.00223028,1,4.19E-17
laptop,4,bcsstm11.mtx,FIXED_POINT,RILUK,converged,0.00113363,1,4.19E-17
laptop,4,bcsstm11.mtx,FIXED_POINT,RELAXATION,converged,0.000773685,1,4.19E-17
laptop,4,bcsstm11.mtx,FIXED_POINT,CHEBYSHEV,converged,0.00129699,1,4.19E-17
laptop,4,bcsstm11.mtx,FIXED_POINT,NONE,error,0,,
laptop,4,bcsstm11.mtx,BICGSTAB,ILUT,converged,0.0017653,1,4.65E-33
laptop,4,bcsstm11.mtx,BICGSTAB,RILUK,converged,0.00142801,1,4.65E-33
laptop,4,bcsstm11.mtx,BICGSTAB,RELAXATION,converged,0.0011611,1,4.65E-33
laptop,4,bcsstm11.mtx,BICGSTAB,CHEBYSHEV,converged,0.00157222,1,4.65E-33
laptop,4,bcsstm11.mtx,BICGSTAB,NONE,converged,0.0111053,28,2.74E-08
laptop,4,bcsstm11.mtx,MINRES,ILUT,converged,0.00821787,27,2.10E-07
laptop,4,bcsstm11.mtx,MINRES,RILUK,converged,0.00367022,27,2.10E-07
laptop,4,bcsstm11.mtx,MINRES,RELAXATION,converged,0.00218418,27,2.10E-07
laptop,4,bcsstm11.mtx,MINRES,CHEBYSHEV,converged,0.00259214,27,2.10E-07
laptop,4,bcsstm11.mtx,MINRES,NONE,converged,0.00271936,27,2.10E-07
laptop,4,bcsstm11.mtx,PSEUDOBLOCK_CG,ILUT,converged,0.00130594,1,4.19E-17
laptop,4,bcsstm11.mtx,PSEUDOBLOCK_CG,RILUK,converged,0.00108352,1,4.19E-17
laptop,4,bcsstm11.mtx,PSEUDOBLOCK_CG,RELAXATION,converged,0.00107776,1,4.19E-17
laptop,4,bcsstm11.mtx,PSEUDOBLOCK_CG,CHEBYSHEV,converged,0.00127192,1,4.19E-17
laptop,4,bcsstm11.mtx,PSEUDOBLOCK_CG,NONE,converged,0.00247603,27,2.11E-07
laptop,4,bcsstm11.mtx,PSEUDOBLOCK_TFQMR,ILUT,converged,0.00188241,1,8.06E-33
laptop,4,bcsstm11.mtx,PSEUDOBLOCK_TFQMR,RILUK,converged,0.00168471,1,8.06E-33
laptop,4,bcsstm11.mtx,PSEUDOBLOCK_TFQMR,RELAXATION,converged,0.00160334,1,8.06E-33
laptop,4,bcsstm11.mtx,PSEUDOBLOCK_TFQMR,CHEBYSHEV,converged,0.00177656,1,8.06E-33
laptop,4,bcsstm11.mtx,PSEUDOBLOCK_TFQMR,NONE,converged,0.0099906,28,5.13E-07
laptop,4,bcsstm11.mtx,LSQR,ILUT,converged,0.00143988,1,
laptop,4,bcsstm11.mtx,LSQR,RILUK,converged,0.0011705,1,
laptop,4,bcsstm11.mtx,LSQR,RELAXATION,converged,0.000874344,1,
laptop,4,bcsstm11.mtx,LSQR,CHEBYSHEV,converged,0.00132139,1,
laptop,4,bcsstm11.mtx,LSQR,NONE,converged,0.0029253,42,
laptop,4,bcsstm11.mtx,PSEUDOBLOCK_GMRES,ILUT,converged,0.00278433,1,0
laptop,4,bcsstm11.mtx,PSEUDOBLOCK_GMRES,RILUK,converged,0.00169672,1,0
laptop,4,bcsstm11.mtx,PSEUDOBLOCK_GMRES,RELAXATION,converged,0.00139313,1,0
laptop,4,bcsstm11.mtx,PSEUDOBLOCK_GMRES,CHEBYSHEV,converged,0.00176379,1,0
laptop,4,bcsstm11.mtx,PSEUDOBLOCK_GMRES,NONE,converged,0.00794485,21,2.24E-07
laptop,4,sherman1.mtx,FIXED_POINT,ILUT,converged,0.0682822,574,9.97E-07
laptop,4,sherman1.mtx,FIXED_POINT,RILUK,converged,0.0551062,574,9.97E-07
laptop,4,sherman1.mtx,FIXED_POINT,RELAXATION,unconverged,0.638662,10000,0.00537499
laptop,4,sherman1.mtx,FIXED_POINT,CHEBYSHEV,error,0,,
laptop,4,sherman1.mtx,FIXED_POINT,NONE,error,0,,
laptop,4,sherman1.mtx,BICGSTAB,ILUT,converged,0.0155426,30,6.69E-07
laptop,4,sherman1.mtx,BICGSTAB,RILUK,converged,0.0228821,30,6.69E-07
laptop,4,sherman1.mtx,BICGSTAB,RELAXATION,converged,0.0817343,210,3.13E-07
laptop,4,sherman1.mtx,BICGSTAB,CHEBYSHEV,converged,0.0877625,213,5.12E-07
laptop,4,sherman1.mtx,BICGSTAB,NONE,converged,0.129159,343,9.95E-07
laptop,4,sherman1.mtx,MINRES,ILUT,converged,0.0345377,429,9.96E-07
laptop,4,sherman1.mtx,MINRES,RILUK,converged,0.0345616,429,9.96E-07
laptop,4,sherman1.mtx,MINRES,RELAXATION,converged,0.0343367,429,9.96E-07
laptop,4,sherman1.mtx,MINRES,CHEBYSHEV,converged,0.0355013,429,9.96E-07
laptop,4,sherman1.mtx,MINRES,NONE,converged,0.0344743,429,9.96E-07
laptop,4,sherman1.mtx,PSEUDOBLOCK_CG,ILUT,error,0,,
laptop,4,sherman1.mtx,PSEUDOBLOCK_CG,RILUK,error,0,,
laptop,4,sherman1.mtx,PSEUDOBLOCK_CG,RELAXATION,error,0,,
